IV_Name,IV_Value,Trial,Prob_Cop_After_Cop,Prob_Cop_After_Def
slidingWindowSize,1,0,0.453557,0.436187
slidingWindowSize,1,1,0.487131,0.483733
slidingWindowSize,1,2,0.460645,0.463309
slidingWindowSize,1,3,0.554215,0.523331
slidingWindowSize,1,4,0.546657,0.511057
slidingWindowSize,1,5,0.428254,0.418061
slidingWindowSize,1,6,0.474639,0.478615
slidingWindowSize,1,7,0.427987,0.415676
slidingWindowSize,1,8,0.417836,0.450772
slidingWindowSize,1,9,0.444661,0.502368
slidingWindowSize,1,10,0.45299,0.499447
slidingWindowSize,1,11,0.41404,0.542235
slidingWindowSize,1,12,0.449975,0.516873
slidingWindowSize,1,13,0.481287,0.490485
slidingWindowSize,1,14,0.486654,0.472763
slidingWindowSize,2,0,0.27066650000000003,0.45977049999999997
slidingWindowSize,2,1,0.474614,0.46800850000000005
slidingWindowSize,2,2,0.432577,0.5200389999999999
slidingWindowSize,2,3,0.45172599999999996,0.488458
slidingWindowSize,2,4,0.1841915,0.1238325
slidingWindowSize,2,5,0.49645300000000003,0.484506
slidingWindowSize,2,6,0.5687344999999999,0.416921
slidingWindowSize,2,7,0.246297,0.26098350000000003
slidingWindowSize,2,8,0.45187,0.4236195
slidingWindowSize,2,9,0.450488,0.4210245
slidingWindowSize,2,10,0.4310465,0.330778
slidingWindowSize,2,11,0.421194,0.46361450000000004
slidingWindowSize,2,12,0.3731205,0.4408935
slidingWindowSize,2,13,0.385106,0.260942
slidingWindowSize,2,14,0.16638950000000002,0.0846225
slidingWindowSize,3,0,0.07113466666666667,0.17465266666666665
slidingWindowSize,3,1,0.16316066666666668,0.15036933333333333
slidingWindowSize,3,2,0.301745,0.211983
slidingWindowSize,3,3,0.4132883333333333,0.33597099999999996
slidingWindowSize,3,4,0.2824276666666667,0.13085499999999997
slidingWindowSize,3,5,0.3742816666666666,0.25227399999999994
slidingWindowSize,3,6,0.34351133333333334,0.29311966666666667
slidingWindowSize,3,7,0.323234,0.25793699999999997
slidingWindowSize,3,8,0.21200933333333336,0.3119753333333333
slidingWindowSize,3,9,0.323729,0.280758
slidingWindowSize,3,10,0.19926200000000002,0.24750799999999998
slidingWindowSize,3,11,0.39213800000000004,0.316244
slidingWindowSize,3,12,0.2343856666666667,0.19148966666666667
slidingWindowSize,3,13,0.143849,0.11907033333333333
slidingWindowSize,3,14,0.545192,0.181607
slidingWindowSize,4,0,0.47392449999999997,0.27460475
slidingWindowSize,4,1,0.059220999999999996,0.1694875
slidingWindowSize,4,2,0.2794475,0.16254275
slidingWindowSize,4,3,0.26532700000000004,0.162926
slidingWindowSize,4,4,0.38306999999999997,0.118535
slidingWindowSize,4,5,0.25598125,0.22845425
slidingWindowSize,4,6,0.27665475,0.1978955
slidingWindowSize,4,7,0.33516175000000004,0.19977925000000002
slidingWindowSize,4,8,0.06384825,0.036965
slidingWindowSize,4,9,0.35549474999999997,0.3845735
slidingWindowSize,4,10,0.16073575,0.1366745
slidingWindowSize,4,11,0.28183075,0.25236375
slidingWindowSize,4,12,0.29095550000000003,0.1760295
slidingWindowSize,4,13,0.25197575,0.22829624999999998
slidingWindowSize,4,14,0.199305,0.0947915
slidingWindowSize,5,0,0.2473636,0.06087760000000001
slidingWindowSize,5,1,0.0825232,0.0717674
slidingWindowSize,5,2,0.3072166,0.0973538
slidingWindowSize,5,3,0.3140062,0.207802
slidingWindowSize,5,4,0.328352,0.1871264
slidingWindowSize,5,5,0.16738880000000003,0.07281839999999999
slidingWindowSize,5,6,0.11004619999999998,0.08972959999999999
slidingWindowSize,5,7,0.20684399999999997,0.14487840000000002
slidingWindowSize,5,8,0.3134234,0.12023779999999999
slidingWindowSize,5,9,0.20345,0.0799324
slidingWindowSize,5,10,0.173645,0.12153
slidingWindowSize,5,11,0.1528062,0.11515120000000001
slidingWindowSize,5,12,0.0914674,0.12193839999999997
slidingWindowSize,5,13,0.3028626,0.24334160000000002
slidingWindowSize,5,14,0.21972519999999998,0.1005266
slidingWindowSize,6,0,0.5718058333333333,0.21622616666666664
slidingWindowSize,6,1,0.21306066666666668,0.08176966666666667
slidingWindowSize,6,2,0.146312,0.041876833333333335
slidingWindowSize,6,3,0.3313166666666667,0.19600016666666667
slidingWindowSize,6,4,0.04709633333333333,0.13237116666666668
slidingWindowSize,6,5,0.4701801666666667,0.08328916666666666
slidingWindowSize,6,6,0.131387,0.06959133333333334
slidingWindowSize,6,7,0.27571699999999993,0.14627833333333332
slidingWindowSize,6,8,0.19989683333333333,0.19713783333333335
slidingWindowSize,6,9,0.27604,0.062667
slidingWindowSize,6,10,0.32501216666666666,0.2255935
slidingWindowSize,6,11,0.26346583333333334,0.15424283333333333
