IV_Name,IV_Value,Trial,Prob_Cop_After_Cop,Prob_Cop_After_Def
mutationRate,0.0001,0,0.18282885000000001,0.13823660000000002
mutationRate,0.0001,1,0.9774594499999999,0.06743579999999999
mutationRate,0.0001,2,0.2804979499999999,0.09597445
mutationRate,0.0001,3,0.40452200000000005,0.048298850000000004
mutationRate,0.0001,4,0.0387126,0.1686224
mutationRate,0.0001,5,0.14978854999999996,0.08477945
mutationRate,0.0001,6,0.054658700000000005,0.042585200000000004
mutationRate,0.0001,7,0.41601255000000004,0.0764205
mutationRate,0.0001,8,0.11254420000000001,0.09503645
mutationRate,0.0001,9,0.1521544,0.0641265
mutationRate,0.0001,10,0.16001590000000002,0.0425713
mutationRate,0.0001,11,0.21029119999999998,0.16601824999999998
mutationRate,0.0001,12,0.4071499,0.15615705
mutationRate,0.0001,13,0.030255499999999998,0.1885332
mutationRate,0.0001,14,0.14028025000000002,0.13831075
mutationRate,0.0006000000000000001,0,0.16539530000000002,0.027043249999999998
mutationRate,0.0006000000000000001,1,0.23984670000000002,0.08596105
mutationRate,0.0006000000000000001,2,0.0786129,0.1597879
mutationRate,0.0006000000000000001,3,0.9852774,0.0374708
mutationRate,0.0006000000000000001,4,0.0700917,0.014332049999999999
mutationRate,0.0006000000000000001,5,0.05207734999999999,0.016157650000000003
mutationRate,0.0006000000000000001,6,0.2573409,0.11078299999999999
mutationRate,0.0006000000000000001,7,0.15241275,0.16256745
mutationRate,0.0006000000000000001,8,0.09334785,0.038044699999999994
mutationRate,0.0006000000000000001,9,0.05263829999999999,0.04817035
mutationRate,0.0006000000000000001,10,0.25788659999999997,0.12337664999999998
mutationRate,0.0006000000000000001,11,0.98087605,0.0514989
mutationRate,0.0006000000000000001,12,0.045165899999999995,0.09299135
mutationRate,0.0006000000000000001,13,0.31063864999999996,0.0314498
mutationRate,0.0006000000000000001,14,0.22204315000000002,0.08116625
mutationRate,0.0005,0,0.060426700000000014,0.023742399999999997
mutationRate,0.0005,1,0.26750814999999994,0.03589255
mutationRate,0.0005,2,0.39970105000000006,0.14057219999999998
mutationRate,0.0005,3,0.08611569999999999,0.12784785
mutationRate,0.0005,4,0.2623255,0.017624749999999998
mutationRate,0.0005,5,0.45818434999999996,0.10045945
mutationRate,0.0005,6,0.068876,0.02308595
mutationRate,0.0005,7,0.3407212,0.03521025
mutationRate,0.0005,8,0.2499142,0.0474491
mutationRate,0.0005,9,0.6745724999999999,0.14949795
mutationRate,0.0005,10,0.24381365000000002,0.13193525
mutationRate,0.0005,11,0.06932374999999999,0.15420629999999996
mutationRate,0.0005,12,0.19073185,0.05017625
mutationRate,0.0005,13,0.30615815,0.07952909999999999
mutationRate,0.0005,14,0.29634415000000003,0.10362344999999999
mutationRate,0.0002,0,0.24672985,0.31956680000000004
mutationRate,0.0002,1,0.12410035,0.0202151
mutationRate,0.0002,2,0.03648745,0.20124645000000002
mutationRate,0.0002,3,0.1837615,0.085185
