IV_Name,IV_Value,Trial,Prob_Cop_After_Cop,Prob_Cop_After_Def
mutationStddev,0.0,0,0.26312416000000005,0.24375521999999994
mutationStddev,0.0,1,0.014304512000000002,0.027250195999999997
mutationStddev,0.0,2,0.11236722800000001,0.20242935599999998
mutationStddev,0.0,3,0.03694664,0.071041796
mutationStddev,0.0,4,0.281066412,0.028995644000000004
mutationStddev,0.0,5,0.32349303999999995,0.015650612
mutationStddev,0.0,6,0.383628248,0.344308392
mutationStddev,0.0,7,0.151820408,0.007188319999999999
mutationStddev,0.0,8,0.6750778399999999,0.12125390800000001
mutationStddev,0.0,9,0.20050174399999998,0.05845440799999999
mutationStddev,0.0,10,0.106400744,0.073340868
mutationStddev,0.0,11,0.06911398000000003,0.14298548000000005
mutationStddev,0.0,12,0.10254257199999998,0.028263912
mutationStddev,0.0,13,0.108057716,0.097094168
mutationStddev,0.0,14,0.2586111239999999,0.035440324
mutationStddev,0.0,15,0.048817568000000006,0.10214528799999999
mutationStddev,0.0,16,0.20425660799999995,0.12064628
mutationStddev,0.0,17,0.326842728,0.024369564
mutationStddev,0.0,18,0.07521337999999998,0.109228512
mutationStddev,0.0,19,0.6054447560000001,0.117736816
mutationStddev,0.0,20,0.161936608,0.08094572400000001
mutationStddev,0.0,21,0.03947043599999999,0.130016168
mutationStddev,0.0,22,0.15834494799999996,0.104772064
mutationStddev,0.0,23,0.37789978399999996,0.250776072
mutationStddev,0.0,24,0.15660880799999996,0.16210892799999999
mutationStddev,0.0,25,0.9683414440000002,0.077883216
mutationStddev,0.0,26,0.728222268,0.057052864
mutationStddev,0.0,27,0.06616907200000001,0.07055012000000001
mutationStddev,0.0,28,0.015222424000000003,0.10318854400000001
mutationStddev,0.0,29,0.141938544,0.029949784
mutationStddev,0.0,30,0.2635926159999999,0.128455952
mutationStddev,0.0,31,0.47771607599999993,0.04366925199999999
mutationStddev,0.0,32,0.09490856400000001,0.144384488
mutationStddev,0.0,33,0.20427126799999995,0.011381036000000002
mutationStddev,0.0,34,0.34955010000000003,0.046956632
mutationStddev,0.0,35,0.20164940800000003,0.109854288
mutationStddev,0.0,36,0.25942310800000007,0.05364670799999999
mutationStddev,0.0,37,0.22164542,0.159465972
mutationStddev,0.0,38,0.05780299600000001,0.105080724
mutationStddev,0.0,39,0.22322798800000002,0.05394110400000001
mutationStddev,0.0,40,0.9583259440000002,0.075074916
mutationStddev,0.0,41,0.020169399999999997,0.088757348
mutationStddev,0.0,42,0.433598204,0.04350752800000001
mutationStddev,0.0,43,0.17212886400000002,0.043406856
mutationStddev,0.0,44,0.22071982400000004,0.02302189599999999
mutationStddev,0.0,45,0.13442693600000002,0.022922007999999994
mutationStddev,0.0,46,0.07465523199999999,0.004932144000000003
mutationStddev,0.0,47,0.0569607,0.08847244800000001
mutationStddev,0.0,48,0.12638544000000002,0.08613275999999999
mutationStddev,0.0,49,0.17856992800000002,0.038577236
mutationStddev,0.0,50,0.13398068000000005,0.045639984
mutationStddev,0.0,51,0.5519384800000001,0.129751452
mutationStddev,0.0,52,0.281241132,0.10990736799999999
mutationStddev,0.0,53,0.133101628,0.22148908
mutationStddev,0.0,54,0.08399071999999999,0.133469536
mutationStddev,0.0,55,0.148825216,0.08200547600000001
mutationStddev,0.0,56,0.40931383999999993,0.02278492
mutationStddev,0.0,57,0.12363409199999999,0.037520151999999994
mutationStddev,0.0,58,0.011109679999999997,0.03242683999999999
mutationStddev,0.0,59,0.048283919999999994,0.07882919999999999
mutationStddev,0.0,60,0.14523090799999996,0.03380894000000001
mutationStddev,0.0,61,0.35288608,0.068749212
mutationStddev,0.0,62,0.20952290399999998,0.033955788
mutationStddev,0.0,63,0.55734564,0.056434596
mutationStddev,0.0,64,0.37442783600000007,0.071533556
mutationStddev,0.0,65,0.13075771600000002,0.034526292
mutationStddev,0.0,66,0.995358056,0.026221896
mutationStddev,0.0,67,0.20180517600000003,0.09090754799999999
mutationStddev,0.0,68,0.0029077439999999994,0.07364404800000002
mutationStddev,0.0,69,0.25235894,0.11539269600000002
mutationStddev,0.0,70,0.255295316,0.09265383999999999
mutationStddev,0.0,71,0.11717689200000003,0.02150352
mutationStddev,0.0,72,0.2624949160000001,0.133955204
mutationStddev,0.0,73,0.042791939999999994,0.043219636
mutationStddev,0.0,74,0.29160578,0.012185024000000003
mutationStddev,0.0,75,0.12710926799999997,0.040477471999999994
mutationStddev,0.0,76,0.07036334400000001,0.01415486
mutationStddev,0.0,77,0.8196826679999999,0.16921865199999997
mutationStddev,0.0,78,0.05256705599999999,0.13750565599999998
mutationStddev,0.0,79,0.102713924,0.09559878399999999
mutationStddev,0.0,80,0.023805092,0.01634892
mutationStddev,0.0,81,0.7753243639999999,0.08742731599999999
mutationStddev,0.0,82,0.218689832,0.14811267600000003
mutationStddev,0.0,83,0.081800896,0.048795460000000006
mutationStddev,0.0,84,0.186122784,0.022527495999999994
mutationStddev,0.0,85,0.49428936,0.19324687599999998
mutationStddev,0.0,86,0.223829436,0.020361975999999997
mutationStddev,0.0,87,0.332779824,0.05266262800000001
mutationStddev,0.0,88,0.048580495999999994,0.014051123999999998
mutationStddev,0.0,89,0.047370548000000005,0.0261665
mutationStddev,0.0,90,0.051320168,0.073759392
mutationStddev,0.0,91,0.0029663320000000025,0.048357111999999994
mutationStddev,0.0,92,0.291529408,0.04651572799999999
mutationStddev,0.0,93,0.036595451999999994,0.015252104000000002
mutationStddev,0.0,94,0.324275028,0.08577102400000002
mutationStddev,0.0,95,0.101985316,0.016162919999999997
mutationStddev,0.0,96,0.4010174399999999,0.008007179999999997
mutationStddev,0.0,97,0.23483545199999997,0.029547992
mutationStddev,0.0,98,0.1477659,0.032132812000000004
mutationStddev,0.0,99,0.09082946399999998,0.023615016
mutationStddev,0.005,0,0.103799556,0.029405072
mutationStddev,0.005,1,0.352094568,0.032596868
mutationStddev,0.005,2,0.976505576,0.10923546800000002
mutationStddev,0.005,3,0.34136654,0.089266024
mutationStddev,0.005,4,0.14798911199999998,0.026071579999999997
mutationStddev,0.005,5,0.35900290399999996,0.028772092
mutationStddev,0.005,6,0.722275864,0.284564832
mutationStddev,0.005,7,0.07447057999999998,0.021678144000000003
mutationStddev,0.005,8,0.297847552,0.076166596
mutationStddev,0.005,9,0.110027296,0.029392284
mutationStddev,0.005,10,0.71039882,0.26166533999999997
mutationStddev,0.005,11,0.094879532,0.024880884000000002
mutationStddev,0.005,12,0.133102572,0.020091496
mutationStddev,0.005,13,0.033205,0.022346268000000002
mutationStddev,0.005,14,0.30934364400000003,0.031956312
mutationStddev,0.005,15,0.973310084,0.207842888
mutationStddev,0.005,16,0.29113492,0.031311532
mutationStddev,0.005,17,0.253337128,0.04428928000000001
mutationStddev,0.005,18,0.033442320000000005,0.024409120000000003
mutationStddev,0.005,19,0.423952196,0.061767600000000006
mutationStddev,0.005,20,0.36504149199999997,0.06079640000000001
mutationStddev,0.005,21,0.09383155199999998,0.023152996000000002
mutationStddev,0.005,22,0.036079280000000005,0.027578108
mutationStddev,0.005,23,0.144293612,0.020761960000000003
mutationStddev,0.005,24,0.292678384,0.05321196
mutationStddev,0.005,25,0.11966277600000001,0.022048192
mutationStddev,0.005,26,0.057903648,0.021388780000000003
mutationStddev,0.005,27,0.027094783999999997,0.0254103
mutationStddev,0.005,28,0.067711768,0.020357735999999998
mutationStddev,0.005,29,0.5006704240000001,0.20054840799999998
mutationStddev,0.005,30,0.391702224,0.13133008000000002
mutationStddev,0.005,31,0.027268591999999998,0.022913508
mutationStddev,0.005,32,0.41187821199999997,0.11944139599999999
mutationStddev,0.005,33,0.5366415400000001,0.18392292000000002
mutationStddev,0.005,34,0.064422896,0.021718096000000003
mutationStddev,0.005,35,0.39439306399999996,0.168014208
mutationStddev,0.005,36,0.56547828,0.223985656
mutationStddev,0.005,37,0.041803936,0.02529856
mutationStddev,0.005,38,0.172357672,0.033935792
mutationStddev,0.005,39,0.12013494,0.026203056
mutationStddev,0.005,40,0.08648571599999999,0.04150148
mutationStddev,0.005,41,0.027132619999999996,0.018403664
mutationStddev,0.005,42,0.14260977200000002,0.03984885200000001
mutationStddev,0.005,43,0.039515104,0.022524276
mutationStddev,0.005,44,0.157199272,0.028646108
mutationStddev,0.005,45,0.18923762400000002,0.035553496
mutationStddev,0.005,46,0.23726943200000003,0.036288167999999996
mutationStddev,0.005,47,0.12349031599999997,0.024585107999999998
mutationStddev,0.005,48,0.129390228,0.019959159999999997
mutationStddev,0.005,49,0.07823832000000001,0.022427764000000003
mutationStddev,0.005,50,0.482904,0.12991524
mutationStddev,0.005,51,0.05166143200000001,0.021251767999999997
mutationStddev,0.005,52,0.969472248,0.228757144
mutationStddev,0.005,53,0.640271688,0.25387628800000006
mutationStddev,0.005,54,0.06711924400000001,0.021124887999999998
mutationStddev,0.005,55,0.560058472,0.151704048
mutationStddev,0.005,56,0.174978904,0.034062692
mutationStddev,0.005,57,0.228574752,0.049471152000000004
mutationStddev,0.005,58,0.042752740000000004,0.021458087999999997
